Text,Entity
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Virginia   United States,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
Québec Canada,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
New Territories    Hong Kong,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
Iowa   United States,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
Oklahoma   United States,LOCATION
Oklahoma   United States,LOCATION
Oklahoma   United States,LOCATION
Oklahoma   United States,LOCATION
Oklahoma   United States,LOCATION
Oklahoma   United States,LOCATION
Oklahoma   United States,LOCATION
Oklahoma   United States,LOCATION
Oklahoma   United States,LOCATION
Oklahoma   United States,LOCATION
Oklahoma   United States,LOCATION
Oklahoma   United States,LOCATION
Oklahoma   United States,LOCATION
Oklahoma   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
Illinois   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
New York   United States,LOCATION
Wisconsin  United States,LOCATION
Wisconsin  United States,LOCATION
Wisconsin  United States,LOCATION
Wisconsin  United States,LOCATION
Wisconsin  United States,LOCATION
Wisconsin  United States,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
Kowloon    Hong Kong,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
Ohio   United States,LOCATION
Minnesota  United States,LOCATION
Minnesota  United States,LOCATION
Minnesota  United States,LOCATION
Minnesota  United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
England    United Kingdom,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
New Jersey United States,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
Ontario    Canada,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
California United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Texas  United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Indiana    United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
Michigan   United States,LOCATION
CA United States,LOCATION
CA United States,LOCATION
CA United States,LOCATION
CA United States,LOCATION
CA United States,LOCATION
CA United States,LOCATION
Wyoming    United States,LOCATION
Wyoming    United States,LOCATION
Wyoming    United States,LOCATION
Wyoming    United States,LOCATION
Wyoming    United States,LOCATION
Wyoming    United States,LOCATION
Wyoming    United States,LOCATION
Wyoming    United States,LOCATION
Wyoming    United States,LOCATION
Wyoming    United States,LOCATION
Wyoming    United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
Pennsylvania   United States,LOCATION
